date,HHA11AS001XQ01,HHA31AS001XQ01,HHA51AS001XQ01,HHA71AS001XQ01,HHA81AS001XQ01,HNA00AA001AXQ01,HNA00AA002AXQ01,LAF14CG101XQ01,LAF31CG101XQ01,LAF33CG101XQ01
2016/3/1 4:48,85,85,85,85,85,100,81,2.59463,0.824176,0.152625
2016/3/1 4:49,85,85,85,85,85,100,81,2.53358,0.824176,0.152625
2016/3/1 4:50,85,85,85,85,85,100,81,2.53358,0.824176,0.152625
2016/3/1 4:51,85,85,85,85,85,100,81,2.53358,0.824176,0.152625
2016/3/1 4:52,85,85,85,85,85,100,81,2.53358,0.824176,0.152625
2016/3/1 4:53,85,85,85,85,85,100,81,2.53358,0.824176,0.152625
2016/3/1 4:54,85,85,85,85,85,100,81,2.53358,0.824176,0.152625
2016/3/1 4:55,85,85,85,85,85,100,81,2.53358,0.824176,0.152625
2016/3/1 4:56,85,85,85,85,85,100,81,2.53358,0.824176,0.152625
2016/3/1 4:57,85,85,85,85,85,100,81,2.59463,0.824176,0.152625
2016/3/1 4:58,85,85,85,85,85,100,81,2.53358,0.824176,0.152625
2016/3/1 4:59,85,85,85,85,85,100,81,2.59463,0.824176,0.152625
2016/3/1 5:00,85,85,85,85,85,100,81,2.59463,0.824176,0.152625
2016/3/1 5:01,85,85,85,85,85,100,81,2.53358,0.824176,0.152625
2016/3/1 5:02,85,85,85,85,85,100,81,2.59463,0.824176,0.152625
2016/3/1 5:03,85,85,85,85,85,100,81,2.59463,0.824176,0.152625
2016/3/1 5:04,85,85,85,85,85,100,81,2.53358,0.824176,0.152625
2016/3/1 5:05,85,85,85,85,85,100,81,2.59463,0.824176,0.152625
2016/3/1 5:06,85,85,85,85,85,100,81,2.59463,0.824176,0.152625
2016/3/1 5:07,85,85,85,85,85,100,81,2.59463,0.824176,0.152625
2016/3/1 5:08,85,85,85,85,85,100,81,2.53358,0.824176,0.152625
2016/3/1 5:09,85,85,85,85,85,100,81,2.53358,0.824176,0.152625
2016/3/1 5:10,85,85,85,85,85,100,81,2.59463,0.824176,0.152625
2016/3/1 5:11,85,85,85,85,85,100,81,2.59463,0.824176,0.152625
2016/3/1 5:12,85,85,85,85,85,100,81,2.59463,0.824176,0.152625
2016/3/1 5:13,85,85,85,85,85,100,81,2.53358,0.824176,0.152625
2016/3/1 5:14,85,85,85,85,85,100,81,2.59463,0.824176,0.152625
2016/3/1 5:15,85,85,85,85,85,100,81,2.59463,0.824176,0.152625
2016/3/1 5:16,85,85,85,85,85,100,81,2.53358,0.824176,0.152625
2016/3/1 5:17,85,85,85,85,85,100,81,2.59463,0.824176,0.152625
2016/3/1 5:18,85,85,85,85,85,100,81,2.59463,0.824176,0.152625
2016/3/1 5:19,85,85,85,85,85,100,81,2.59463,0.824176,0.152625
2016/3/1 5:20,85,85,85,85,85,100,81,2.59463,0.824176,0.152625
2016/3/1 5:21,85,85,85,85,85,100,81,2.59463,0.824176,0.152625
2016/3/1 5:22,85,85,85,85,85,100,81,2.59463,0.824176,0.152625
2016/3/1 5:23,85,85,85,85,85,100,81,2.59463,0.824176,0.152625
2016/3/1 5:24,85,85,85,85,85,100,81,2.59463,0.824176,0.152625
2016/3/1 5:25,85,85,85,85,85,100,81,2.59463,0.824176,0.152625
2016/3/1 5:26,85,85,85,85,85,100,81,2.59463,0.824176,0.152625
2016/3/1 5:27,85,85,85,85,85,100,81,2.59463,0.824176,0.152625
2016/3/1 5:28,85,85,85,85,85,100,81,2.59463,0.824176,0.152625
2016/3/1 5:29,85,85,85,85,85,100,81,2.59463,0.824176,0.152625
2016/3/1 5:30,85,85,85,85,85,100,81,2.53358,0.824176,0.152625
2016/3/1 5:31,85,85,85,85,85,100,81,2.59463,0.824176,0.152625
2016/3/1 5:32,85,85,85,85,85,100,81,2.59463,0.824176,0.152625
2016/3/1 5:33,85,85,85,85,85,100,81,2.59463,0.824176,0.152625
2016/3/1 5:34,85,85,85,85,85,100,81,2.59463,0.824176,0.152625
2016/3/1 5:35,85,85,85,85,85,100,81,2.53358,0.824176,0.152625
2016/3/1 5:36,85,85,85,85,85,100,81,2.59463,0.824176,0.152625
2016/3/1 5:37,85,85,85,85,85,100,81,2.59463,0.824176,0.152625
2016/3/1 5:38,85,85,85,85,85,100,81,2.53358,0.824176,0.152625
2016/3/1 5:39,85,85,85,85,85,100,81,2.53358,0.824176,0.152625
2016/3/1 5:40,85,85,85,85,85,100,81,2.59463,0.824176,0.152625
2016/3/1 5:41,85,85,85,85,85,100,81,2.59463,0.824176,0.152625
2016/3/1 5:42,85,85,85,85,85,100,81,2.59463,0.824176,0.152625
2016/3/1 5:43,85,85,85,85,85,100,81,2.59463,0.824176,0.152625
2016/3/1 5:44,85,85,85,85,85,100,81,2.59463,0.824176,0.152625
2016/3/1 5:45,85,85,85,85,85,100,81,2.59463,0.824176,0.152625
2016/3/1 5:46,85,85,85,85,85,100,81,2.59463,0.824176,0.152625
2016/3/1 5:47,85,85,85,85,85,100,81,2.59463,0.824176,0.152625
2016/3/1 5:48,85,85,85,85,85,100,81,2.59463,0.824176,0.152625
2016/3/1 5:49,85,85,85,85,85,100,81,2.53358,0.824176,0.152625
2016/3/1 5:50,85,85,85,85,85,100,77,2.53358,0.824176,0.152625
2016/3/1 5:51,85,85,85,85,85,100,77,2.59463,0.824176,0.152625
2016/3/1 5:52,85,85,85,85,85,100,77,2.53358,0.824176,0.152625
2016/3/1 5:53,85,85,85,85,85,100,77,2.59463,0.824176,0.152625
2016/3/1 5:54,85,85,85,85,85,100,77,2.53358,0.824176,0.152625
2016/3/1 5:55,85,85,85,85,85,100,77,2.53358,0.824176,0.152625
2016/3/1 5:56,85,85,85,85,85,100,77,2.59463,0.824176,0.152625
2016/3/1 5:57,85,85,85,85,85,100,77,2.53358,0.824176,0.152625
2016/3/1 5:58,85,85,85,85,85,100,77,2.59463,0.824176,0.152625
2016/3/1 5:59,85,85,85,85,85,100,77,2.59463,0.824176,0.152625
2016/3/1 6:00,85,85,85,85,85,100,77,2.53358,0.824176,0.152625
2016/3/1 6:01,85,85,85,85,85,100,77,2.59463,0.824176,0.152625
2016/3/1 6:02,85,85,85,85,85,100,77,2.59463,0.824176,0.152625
2016/3/1 6:03,85,85,85,85,85,100,77,2.59463,0.824176,0.152625
2016/3/1 6:04,85,85,85,85,85,100,77,2.53358,0.824176,0.152625
2016/3/1 6:05,85,85,85,85,85,100,77,2.59463,0.824176,0.152625
2016/3/1 6:06,85,85,85,85,85,100,77,2.59463,0.824176,0.152625
2016/3/1 6:07,85,85,85,85,85,100,77,2.59463,0.824176,0.152625
2016/3/1 6:08,85,85,85,85,85,100,77,2.59463,0.824176,0.152625
2016/3/1 6:09,85,85,85,85,85,100,77,2.59463,0.824176,0.152625
2016/3/1 6:10,85,85,85,85,85,100,77,2.59463,0.824176,0.152625
2016/3/1 6:11,85,85,85,85,85,100,77,2.59463,0.824176,0.152625
2016/3/1 6:12,85,85,85,85,85,100,77,2.59463,0.824176,0.152625
2016/3/1 6:13,85,85,85,85,85,100,77,2.59463,0.824176,0.152625
2016/3/1 6:14,85,85,85,85,85,100,77,2.59463,0.824176,0.152625
2016/3/1 6:15,85,85,85,85,85,100,77,2.59463,0.824176,0.152625
2016/3/1 6:16,85,85,85,85,85,100,77,2.59463,0.824176,0.152625
2016/3/1 6:17,85,85,85,85,85,100,77,2.59463,0.824176,0.152625
2016/3/1 6:18,85,85,85,85,85,100,77,2.59463,0.824176,0.152625
2016/3/1 6:19,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 6:20,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 6:21,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 6:22,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 6:23,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 6:24,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 6:25,85,85,85,85,85,100,69,2.53358,0.824176,0.152625
2016/3/1 6:26,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 6:27,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 6:28,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 6:29,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 6:30,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 6:31,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 6:32,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 6:33,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 6:34,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 6:35,85,85,85,85,85,100,69,2.53358,0.824176,0.152625
2016/3/1 6:36,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 6:37,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 6:38,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 6:39,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 6:40,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 6:41,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 6:42,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 6:43,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 6:44,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 6:45,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 6:46,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 6:47,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 6:48,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 6:49,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 6:50,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 6:51,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 6:52,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 6:53,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 6:54,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 6:55,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 6:56,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 6:57,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 6:58,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 6:59,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 7:00,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 7:01,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 7:02,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 7:03,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 7:04,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 7:05,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 7:06,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 7:07,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 7:08,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 7:09,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 7:10,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 7:11,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 7:12,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 7:13,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 7:14,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 7:15,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 7:16,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 7:17,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 7:18,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 7:19,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 7:20,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 7:21,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 7:22,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 7:23,85,85,85,85,85,100,69,2.59463,0.824176,0.152625
2016/3/1 7:24,85,85,85,85,85,100,73,2.59463,0.824176,0.152625
2016/3/1 7:25,85,85,85,85,85,100,73,2.59463,0.824176,0.152625
2016/3/1 7:26,85,85,85,85,85,100,73,2.59463,0.824176,0.152625
2016/3/1 7:27,85,85,85,85,85,100,73,2.59463,0.824176,0.152625
2016/3/1 7:28,85,85,85,85,85,100,73,2.59463,0.824176,0.152625
2016/3/1 7:29,85,85,85,85,85,100,73,2.59463,0.824176,0.152625
2016/3/1 7:30,85,85,85,85,85,100,73,2.59463,0.824176,0.152625
2016/3/1 7:31,85,85,85,85,85,100,73,2.59463,0.824176,0.152625
2016/3/1 7:32,85,85,85,85,85,100,73,2.59463,0.824176,0.152625
2016/3/1 7:33,85,85,85,85,85,100,73,2.59463,0.824176,0.152625
2016/3/1 7:34,85,85,85,85,85,100,73,2.59463,0.824176,0.152625
2016/3/1 7:35,85,85,85,85,85,100,73,2.59463,0.824176,0.152625
2016/3/1 7:36,85,85,85,85,85,100,73,2.59463,0.824176,0.152625
2016/3/1 7:37,85,85,85,85,85,100,73,2.59463,0.824176,0.152625
2016/3/1 7:38,85,85,85,85,85,100,73,2.59463,0.824176,0.152625
2016/3/1 7:39,85,85,85,85,85,100,73,2.59463,0.824176,0.152625
2016/3/1 7:40,85,85,85,85,85,100,73,2.59463,0.824176,0.152625
2016/3/1 7:41,85,85,85,85,85,100,73,2.59463,0.824176,0.152625
2016/3/1 7:42,85,85,85,85,85,100,73,2.59463,0.824176,0.152625
2016/3/1 7:43,85,85,85,85,85,100,73,2.59463,0.824176,0.152625
2016/3/1 7:44,85,85,85,85,85,100,73,2.59463,0.824176,0.152625
2016/3/1 7:45,85,85,85,85,85,100,73,2.59463,0.824176,0.152625
2016/3/1 7:46,85,85,85,85,85,100,73,2.59463,0.824176,0.152625
2016/3/1 7:47,85,85,85,85,85,100,73,2.59463,0.824176,0.152625
2016/3/1 7:48,85,85,85,85,85,100,73,2.59463,0.824176,0.152625
2016/3/1 7:49,85,85,85,85,85,100,73,2.59463,0.824176,0.152625
2016/3/1 7:50,85,85,85,85,85,100,73,2.59463,0.824176,0.152625
2016/3/1 7:51,85,85,85,85,85,100,73,2.59463,0.824176,0.152625
2016/3/1 7:52,85,85,85,85,85,100,73,2.59463,0.824176,0.152625
2016/3/1 7:53,85,85,85,85,85,100,73,2.59463,0.824176,0.152625
2016/3/1 7:54,85,85,85,85,85,100,73,2.59463,0.824176,0.152625
2016/3/1 7:55,85,85,85,85,85,100,73,2.59463,0.824176,0.152625
2016/3/1 7:56,85,85,85,85,85,100,73,2.59463,0.824176,0.152625
2016/3/1 7:57,85,85,85,85,85,100,73,2.59463,0.824176,0.152625
2016/3/1 7:58,85,85,85,85,85,100,73,2.59463,0.824176,0.152625
2016/3/1 7:59,85,85,85,85,85,100,73,2.59463,0.824176,0.152625
2016/3/1 8:00,85,85,85,85,85,100,73,2.59463,0.824176,0.152625
2016/3/1 8:01,85,85,85,85,85,100,73,2.59463,0.824176,0.152625
2016/3/1 8:02,85,85,85,85,85,100,73,2.59463,0.824176,0.152625
2016/3/1 8:03,85,85,85,85,85,100,73,2.59463,0.824176,0.152625
2016/3/1 8:04,85,85,85,85,85,100,73,2.59463,0.824176,0.152625
2016/3/1 8:05,85,85,85,85,85,100,73,2.59463,0.824176,0.152625
2016/3/1 8:06,85,85,85,85,85,100,73,2.59463,0.824176,0.152625
2016/3/1 8:07,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 8:08,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 8:09,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 8:10,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 8:11,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 8:12,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 8:13,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 8:14,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 8:15,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 8:16,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 8:17,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 8:18,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 8:19,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 8:20,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 8:21,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 8:22,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 8:23,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 8:24,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 8:25,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 8:26,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 8:27,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 8:28,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 8:29,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 8:30,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 8:31,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 8:32,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 8:33,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 8:34,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 8:35,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 8:36,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 8:37,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 8:38,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 8:39,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 8:40,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 8:41,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 8:42,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 8:43,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 8:44,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 8:45,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 8:46,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 8:47,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 8:48,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 8:49,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 8:50,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 8:51,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 8:52,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 8:53,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 8:54,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 8:55,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 8:56,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 8:57,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 8:58,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 8:59,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 9:00,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 9:01,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 9:02,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 9:03,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 9:04,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 9:05,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 9:06,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 9:07,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 9:08,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 9:09,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 9:10,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 9:11,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 9:12,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 9:13,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 9:14,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 9:15,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 9:16,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 9:17,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 9:18,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 9:19,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 9:20,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 9:21,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 9:22,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 9:23,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 9:24,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 9:25,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 9:26,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 9:27,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 9:28,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 9:29,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 9:30,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 9:31,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 9:32,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 9:33,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 9:34,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 9:35,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 9:36,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 9:37,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
2016/3/1 9:38,85,85,85,85,85,100,70,2.59463,0.824176,0.152625
